# LAMMPS data file written by OVITO Basic 3.1.0
49980 atoms
1 atom types
0.0 388.7584539601 xlo xhi
0.0 388.1636028878 ylo yhi
0.0 5.6014558413 zlo zhi
0.0 0.0201773671 0.0 xy xz yz

Atoms  # atomic

1 1 2.2829996773 3.9608524599 -1.0587008667
2 1 0.002926713 5.2811366164 0.8124876746
3 1 -0.0037770005 0.0 -1.0485370402
4 1 2.2897365089 1.3202841565 0.8115145799
5 1 2.2863513833 6.6014207632 -0.1282310737
6 1 -4.2507080534e-04 2.6405683033 -0.1180037239
7 1 6.856590264 3.9608524599 -1.0697728157
8 1 4.5765170664 5.2811366164 0.8013512007
9 1 4.5698133431 0.0 -1.0596744087
10 1 6.8633270859 1.3202841565 0.800441289
11 1 6.85994197 6.6014207632 -0.1393026921
12 1 4.5731652825 2.6405683033 -0.1291401492
13 1 11.4301774474 3.9608524599 -1.0807137217
14 1 9.1501040165 5.2811366164 0.7903451475
15 1 9.1434002738 0.0 -1.0706850027
16 1 11.4369142499 1.3202841565 0.7894971451
17 1 11.4335291535 6.6014207632 -0.1502413714
18 1 9.1467522229 2.6405683033 -0.140147972
19 1 16.003768987 3.9608524599 -1.0915205314
20 1 13.7236953227 5.2811366164 0.7794726461
21 1 13.7169915605 0.0 -1.0815659636
22 1 16.01050577 1.3202841565 0.7786850555
23 1 16.0071207125 6.6014207632 -0.1610439223
24 1 13.7203435194 2.6405683033 -0.1510241975
25 1 20.5773610322 3.9608524599 -1.1021902015
26 1 18.2972832354 5.2811366164 0.7687368371
27 1 18.2905794149 0.0 -1.0923144423
28 1 20.5840977958 1.3202841565 0.768007947
29 1 20.5807127869 6.6014207632 -0.1717071457
30 1 18.2939314127 2.6405683033 -0.1617658601
31 1 25.1509496839 3.9608524599 -1.1127197467
32 1 22.8708755431 5.2811366164 0.7581407736
33 1 22.8641716643 0.0 -1.1029276676
34 1 25.1576864183 1.3202841565 0.7574686394
35 1 25.1543014775 6.6014207632 -0.1822279106
36 1 22.8675236912 2.6405683033 -0.1723700134
37 1 29.7245427404 3.9608524599 -1.123106221
38 1 27.4444683565 5.2811366164 0.7476875284
39 1 27.4377643999 0.0 -1.113402849
40 1 29.7312794261 1.3202841565 0.7470699428
41 1 29.7278945728 6.6014207632 -0.1926031057
42 1 27.4411164657 2.6405683033 -0.18283376
43 1 34.2981324422 3.9608524599 -1.1333467363
44 1 32.0180578152 5.2811366164 0.7373800962
45 1 32.0113537614 0.0 -1.1237373124
46 1 34.3048690794 1.3202841565 0.73681457
47 1 34.3014843233 6.6014207632 -0.2028297068
48 1 32.0147058758 2.6405683033 -0.1931542509
49 1 38.8717265585 3.9608524599 -1.1434385314
50 1 36.5916516885 5.2811366164 0.7272213648
51 1 36.5849475276 0.0 -1.1339284813
52 1 38.8784631276 1.3202841565 0.7267051268
53 1 38.8750784979 6.6014207632 -0.212904758
54 1 36.5882997004 2.6405683033 -0.2033287537
55 1 43.445321229 3.9608524599 -1.1533789322
56 1 41.1652422362 5.2811366164 0.7172141639
57 1 41.1585379296 0.0 -1.1439738468
58 1 43.4520577204 1.3202841565 0.7167441512
59 1 43.4486732365 6.6014207632 -0.2228254105
60 1 41.1618901704 2.6405683033 -0.213354614
61 1 48.0189125644 3.9608524599 -1.1631653814
